Herb Name,Parts Used in Treatment,Disease,Symptoms/Condition,Therapeutic Uses,Formulation,Dosage (mg),Administration Guidelines,Pharmacological Property,Side Effects,Prakriti,Dosha
2,4,0,Cough,8,2,750,4,1,2,0,0
6,5,6,Fever,6,6,115,5,7,1,3,2
6,5,8,Skin Rashes,7,0,582,1,5,4,1,0
6,5,8,Skin Rashes,0,1,846,1,3,0,3,2
0,3,3,Joint Pain,4,6,943,2,1,1,5,1
0,2,2,Joint Pain,6,7,428,1,3,6,3,1
2,1,3,Skin Rashes,2,2,637,1,2,3,1,2
1,5,7,Inflammation,0,5,245,4,9,0,6,0
8,5,4,Fever,4,4,305,4,0,4,5,0
5,2,8,Headache,1,3,437,0,4,4,0,2
4,2,7,Stress,3,6,479,2,4,0,5,2
3,4,5,Fever,4,5,509,0,7,1,0,1
3,4,2,Indigestion,1,3,524,6,7,3,6,2
8,1,1,Stress,7,7,931,6,9,5,1,1
4,4,1,Cough,0,5,587,5,2,4,3,0
8,3,8,Headache,8,0,525,4,9,2,2,2
2,0,1,Anxiety,0,5,947,6,4,5,0,1
5,2,4,Indigestion,5,0,677,0,3,4,5,1
6,2,0,Breathing Difficulty,5,6,447,3,9,3,5,2
5,1,2,Stress,5,2,238,6,3,2,0,1
8,1,3,Cough,7,3,676,0,3,4,6,1
7,2,5,Inflammation,8,4,509,1,1,6,0,0
4,2,6,Headache,7,7,456,3,1,4,5,2
9,4,3,Fever,7,6,409,4,1,0,5,2
9,5,0,High Blood Pressure,2,2,248,6,3,0,2,2
8,4,1,Joint Pain,1,7,978,5,6,5,6,1
1,2,8,Indigestion,8,4,974,1,2,5,0,0
2,3,0,Cough,5,5,790,4,0,2,1,0
9,2,7,Indigestion,5,1,335,2,4,4,2,1
3,0,0,Headache,4,5,470,2,0,4,4,1
0,4,5,Cough,0,7,269,2,0,3,5,2
8,2,5,Headache,6,0,356,6,7,6,3,0
6,2,5,Fatigue,2,2,529,0,0,0,2,1
0,3,4,Joint Pain,5,7,122,0,3,2,0,0
6,1,6,Anxiety,7,2,431,5,7,0,5,1
3,1,2,Fever,4,0,408,6,1,5,2,2
8,0,8,Cough,8,2,648,6,6,5,4,1
3,3,3,Stress,3,3,766,4,0,5,5,2
4,5,4,Anxiety,0,6,705,4,5,5,6,0
3,0,5,Fever,5,7,679,2,2,1,6,2
8,0,3,Joint Pain,2,3,799,2,0,6,2,1
8,5,1,Skin Rashes,6,1,369,5,8,1,0,0
6,3,8,Inflammation,5,3,538,0,4,6,4,0
4,2,6,Stress,0,1,266,3,0,0,6,0
3,4,2,Breathing Difficulty,4,6,506,0,6,3,2,2
2,3,6,Headache,8,0,911,4,4,6,0,2
0,3,0,Breathing Difficulty,2,3,511,4,8,6,3,2
1,2,4,High Blood Pressure,2,5,692,5,5,6,5,1
8,0,5,Skin Rashes,8,0,509,5,8,1,3,0
6,4,4,Cough,5,5,427,0,4,5,3,1
6,3,5,High Blood Pressure,1,3,951,4,2,3,3,1
2,1,3,Indigestion,3,5,221,4,4,4,5,2
8,1,4,Skin Rashes,1,2,524,1,1,1,5,2
3,0,8,Breathing Difficulty,8,0,527,4,2,0,4,0
9,2,1,Joint Pain,0,7,946,0,8,4,3,0
4,3,6,Breathing Difficulty,0,3,335,0,3,1,5,1
4,4,7,Fever,8,7,106,5,4,2,5,0
1,3,4,Stress,8,4,688,6,4,3,3,1
6,4,4,Breathing Difficulty,7,5,703,3,7,2,6,2
2,2,8,Fever,3,0,168,2,8,3,0,2
6,3,1,Fever,4,1,532,5,7,2,6,1
9,1,6,Fatigue,7,7,207,1,3,4,4,0
7,0,2,Breathing Difficulty,0,4,880,4,5,3,0,2
2,0,8,Headache,3,2,416,3,2,2,1,0
3,1,7,Breathing Difficulty,8,2,928,3,8,6,2,1
1,1,6,Anxiety,7,1,393,4,3,1,4,2
9,3,3,Anxiety,8,0,375,2,9,1,3,0
9,2,0,Fatigue,8,7,416,3,3,2,0,1
7,2,8,Anxiety,4,1,643,3,7,4,1,2
6,5,4,Breathing Difficulty,1,5,387,2,1,2,1,2
9,0,0,Anxiety,3,5,692,4,2,2,5,0
2,3,6,Stress,1,2,424,2,2,0,5,2
2,0,3,Skin Rashes,3,3,860,2,3,4,0,0
7,3,1,Skin Rashes,0,0,283,5,5,1,5,0
0,1,7,Breathing Difficulty,8,7,108,6,8,2,0,2
6,3,3,Fever,1,5,434,2,9,0,5,1
1,4,4,Fatigue,1,1,202,1,2,0,3,1
4,3,5,Indigestion,7,2,193,2,3,5,2,2
7,0,8,Fever,5,3,662,2,0,6,3,0
8,5,1,Fever,0,5,621,0,8,6,3,0
7,3,5,Joint Pain,6,5,875,4,7,0,2,1
9,0,2,Cough,6,1,970,0,0,5,0,0
8,1,4,Anxiety,2,2,516,1,9,5,4,2
4,2,4,High Blood Pressure,7,2,538,5,8,5,6,2
9,3,4,High Blood Pressure,1,0,770,2,2,5,3,0
6,1,5,Stress,6,1,200,5,6,4,1,2
6,0,1,Indigestion,0,2,917,3,3,0,2,1
8,1,0,Fever,3,0,570,2,2,0,0,2
9,3,5,Headache,6,3,487,1,4,4,0,0
0,1,3,Headache,3,4,756,0,4,3,3,0
0,5,3,Indigestion,0,1,584,0,2,3,6,1
7,4,2,Indigestion,2,7,979,2,5,2,4,1
7,3,4,Fever,1,6,315,4,9,3,3,1
3,4,1,Skin Rashes,8,3,545,6,1,3,1,0
6,0,5,Fatigue,4,2,425,6,7,3,6,1
2,1,3,Breathing Difficulty,6,7,159,4,8,2,6,2
1,3,1,Fever,5,3,757,3,1,1,0,2
9,2,0,Headache,5,5,976,0,5,0,3,2
9,3,8,Stress,6,3,261,4,5,1,0,1
0,5,4,Fever,7,6,739,2,5,5,3,2
5,4,8,Cough,4,6,184,6,7,6,0,0
7,4,3,Joint Pain,1,6,334,1,0,0,3,1
3,5,7,Stress,2,3,704,4,9,3,4,1
1,0,3,High Blood Pressure,1,7,556,5,0,5,4,1
2,2,6,Fatigue,7,7,427,1,7,1,2,1
8,3,2,Fatigue,8,3,937,6,4,4,3,2
8,3,0,Indigestion,5,4,209,5,3,0,5,1
0,2,3,Inflammation,7,0,143,6,0,3,3,0
9,5,0,Cough,5,2,218,0,7,4,6,0
1,1,0,Headache,8,7,252,3,8,3,2,1
9,3,5,Fatigue,3,1,546,5,7,1,2,1
2,4,0,High Blood Pressure,3,6,410,5,4,4,3,0
7,3,0,Fever,7,5,140,2,0,2,4,1
7,1,7,Headache,0,5,651,2,9,1,5,2
3,1,7,Headache,1,7,528,1,6,0,6,2
9,4,8,Anxiety,5,4,623,6,7,6,4,2
8,0,7,Anxiety,7,2,746,6,2,6,2,2
2,1,5,Inflammation,7,2,475,5,9,4,0,1
2,5,5,Fever,7,7,218,3,6,0,2,2
3,5,0,Joint Pain,4,2,260,2,7,4,1,0
1,5,2,Cough,1,7,749,4,3,0,2,1
0,1,6,High Blood Pressure,5,7,677,6,1,4,6,2
0,2,5,Stress,0,3,656,5,6,0,2,2
4,5,8,Breathing Difficulty,4,3,758,3,2,6,2,1
4,5,0,High Blood Pressure,3,0,465,3,4,0,3,2
9,3,0,Cough,8,1,895,5,3,5,3,1
8,5,0,Breathing Difficulty,6,1,323,2,0,3,2,0
1,0,4,Headache,1,1,890,3,6,6,4,2
5,1,0,Indigestion,1,7,985,3,3,4,2,1
5,2,1,Headache,5,6,553,2,7,5,0,0
4,3,7,Breathing Difficulty,5,2,762,2,5,3,1,2
9,3,2,Cough,5,0,848,6,0,1,6,0
6,1,1,High Blood Pressure,1,0,406,6,9,6,3,2
7,0,0,Indigestion,2,0,178,4,7,2,3,0
9,0,5,Headache,3,6,924,2,2,0,1,1
8,1,5,Anxiety,2,3,891,4,6,1,0,2
8,4,2,High Blood Pressure,5,1,328,5,4,5,0,1
6,1,0,Joint Pain,4,7,583,4,8,3,2,0
9,1,6,Indigestion,3,0,384,0,6,1,3,2
9,2,2,Fatigue,6,3,277,5,6,0,1,0
6,0,1,Fatigue,6,4,330,6,7,3,4,0
9,4,3,Anxiety,0,7,997,5,3,4,2,1
1,2,0,High Blood Pressure,8,6,917,5,7,6,0,0
8,2,7,Skin Rashes,7,3,629,1,0,0,1,2
1,1,2,Cough,4,4,568,1,3,0,1,0
6,2,4,High Blood Pressure,3,1,781,0,1,4,2,0
4,1,6,Skin Rashes,4,3,486,2,9,0,6,2
7,5,2,Joint Pain,8,5,271,1,3,3,1,2
1,3,0,Skin Rashes,1,2,435,4,6,5,3,1
8,4,1,Fever,1,0,113,4,1,0,4,0
5,1,3,Headache,7,5,245,1,2,4,4,0
3,1,2,Joint Pain,0,7,449,1,7,5,1,1
2,5,0,Indigestion,7,1,221,6,5,2,6,1
6,2,6,Indigestion,1,7,583,4,9,5,1,0
3,5,4,High Blood Pressure,5,4,410,0,5,3,2,0
7,2,6,Stress,1,6,824,1,9,2,5,2
2,3,4,High Blood Pressure,1,5,494,2,1,3,3,0
3,5,0,Skin Rashes,4,0,708,0,6,5,5,0
9,4,6,Fatigue,8,0,861,5,4,2,1,0
0,2,1,Headache,8,6,142,5,0,2,2,1
9,5,5,Fatigue,8,3,172,5,5,5,0,2
8,0,2,Fever,1,4,507,3,3,0,3,2
4,5,6,Headache,5,0,456,2,4,0,4,0
1,2,1,Anxiety,2,5,986,1,4,6,5,2
8,2,5,Breathing Difficulty,0,2,845,6,6,1,4,2
9,5,4,Joint Pain,2,6,711,0,2,3,6,2
2,5,5,Indigestion,4,5,241,5,3,0,4,2
8,2,5,Anxiety,6,2,167,5,2,4,4,1
0,3,7,Breathing Difficulty,5,3,142,0,5,3,2,1
0,0,6,Stress,0,3,130,3,6,1,4,1
4,0,5,Joint Pain,3,0,460,2,1,2,0,0
9,3,7,Stress,2,1,293,0,1,3,6,1
1,1,2,High Blood Pressure,8,0,620,3,9,5,5,2
1,5,8,High Blood Pressure,8,7,322,1,9,4,1,2
2,5,8,Indigestion,2,5,919,0,7,2,6,0
7,2,2,Breathing Difficulty,0,5,129,0,2,1,5,2
1,1,2,Headache,2,1,700,3,9,3,5,0
1,2,2,Anxiety,6,1,910,4,7,0,0,1
9,3,5,Joint Pain,1,4,148,0,0,0,5,0
5,4,5,Fatigue,1,6,725,5,8,6,4,1
2,2,4,Indigestion,7,3,486,3,4,2,3,1
9,0,0,Fatigue,5,3,855,2,2,6,5,2
9,5,6,Anxiety,4,3,274,2,6,2,6,1
9,5,1,Indigestion,4,1,488,3,2,1,3,1
7,1,3,Joint Pain,0,0,759,4,2,4,6,1
8,0,3,Fatigue,0,7,396,3,8,0,1,2
6,3,3,Cough,6,7,970,6,7,5,0,2
7,2,7,Inflammation,3,7,819,1,1,5,0,2
0,4,4,Fatigue,7,6,542,6,0,0,3,2
1,2,1,Inflammation,2,0,517,5,4,3,0,2
6,0,6,Headache,5,7,979,6,8,0,4,2
7,4,8,Headache,4,5,596,5,0,4,1,0
9,4,5,Skin Rashes,8,6,847,4,2,3,5,1
0,4,1,Inflammation,0,7,997,0,4,5,4,1
6,4,8,Stress,6,5,842,3,9,0,4,2
7,0,4,Breathing Difficulty,0,1,740,6,5,1,3,2
9,5,8,Indigestion,3,1,489,4,0,6,5,1
1,5,4,Headache,6,6,306,1,2,1,5,2
8,0,7,Fatigue,8,3,331,5,0,4,2,1
5,3,4,Fever,8,2,221,2,1,4,5,2
3,4,6,Joint Pain,0,7,739,0,5,6,2,0
0,2,0,Stress,3,2,729,5,7,2,6,1
8,2,6,Fatigue,7,5,216,6,6,0,4,0
3,3,1,Joint Pain,0,5,952,5,6,1,3,0
0,2,0,Indigestion,2,7,542,6,1,5,4,1
9,3,5,Breathing Difficulty,7,4,834,6,7,2,4,0
8,3,0,Inflammation,3,7,566,3,0,5,1,1
8,0,0,Anxiety,2,6,911,5,9,1,4,2
8,1,3,Skin Rashes,4,2,716,2,4,2,1,2
8,4,3,Inflammation,6,2,795,3,0,5,3,0
2,5,5,Anxiety,3,2,980,3,2,1,6,0
2,1,3,High Blood Pressure,6,4,514,2,5,4,4,2
1,0,1,Anxiety,2,1,578,6,3,1,1,1
2,4,5,Stress,7,4,642,5,0,1,5,1
6,3,5,Skin Rashes,8,4,536,1,4,3,6,2
5,3,0,Stress,8,4,948,0,9,4,0,2
1,2,0,Inflammation,8,5,635,5,9,1,6,0
1,5,2,Fever,3,0,317,3,3,6,4,1
7,5,1,Joint Pain,1,5,658,5,0,5,1,0
2,2,7,Fever,2,4,886,5,0,5,4,1
6,1,6,Breathing Difficulty,4,7,769,5,9,3,5,2
3,3,6,Joint Pain,3,6,956,2,1,0,6,2
3,2,3,Indigestion,0,2,542,4,7,5,3,1
5,0,2,Stress,2,1,864,1,3,1,2,1
4,0,3,Anxiety,8,1,891,1,0,5,4,2
5,3,0,Anxiety,2,0,297,1,9,2,3,2
4,5,0,High Blood Pressure,0,5,619,6,0,1,1,2
7,4,3,Fatigue,8,1,352,1,8,1,0,2
1,0,2,Indigestion,2,2,633,0,1,3,5,0
9,5,6,High Blood Pressure,4,0,344,1,9,5,4,1
7,5,4,Indigestion,6,3,617,0,0,6,3,0
1,1,4,Breathing Difficulty,1,3,657,1,4,1,1,1
8,3,3,Indigestion,6,3,482,6,6,2,6,1
3,4,3,Cough,6,3,353,0,2,2,4,2
1,1,8,Anxiety,4,1,478,0,7,2,0,0
7,1,5,Stress,0,4,800,4,2,3,1,0
4,1,3,Stress,7,7,731,0,4,1,3,2
2,4,1,Joint Pain,2,7,841,6,2,3,1,0
5,1,2,Inflammation,4,2,395,6,8,2,5,0
3,2,1,Anxiety,8,6,727,3,3,2,0,1
1,4,1,Inflammation,3,0,559,4,0,5,4,2
6,4,7,Joint Pain,0,7,536,3,2,1,2,0
2,4,8,Stress,8,6,761,5,9,5,2,2
2,4,3,Inflammation,0,7,221,3,3,2,2,1
9,3,4,Fatigue,0,2,773,1,9,1,1,0
6,0,5,Inflammation,4,5,865,1,6,1,1,2
7,0,7,High Blood Pressure,6,1,368,2,0,4,1,2
5,0,2,Cough,2,6,801,6,4,4,2,2
3,1,6,Breathing Difficulty,5,1,506,4,7,6,4,0
3,1,6,Fatigue,7,0,396,5,9,4,6,1
9,0,8,Stress,0,4,226,1,3,3,4,0
2,1,6,High Blood Pressure,6,2,857,2,8,1,0,2
9,3,7,Indigestion,4,7,884,6,6,2,1,2
7,1,3,Fatigue,3,6,860,1,2,1,4,0
8,0,7,Headache,4,5,732,5,9,3,1,1
4,3,8,Anxiety,3,0,280,3,8,5,5,0
8,1,4,Inflammation,6,6,678,3,0,1,4,2
8,2,0,Indigestion,3,3,960,0,1,6,4,2
3,5,3,Fever,5,3,926,6,9,5,0,1
7,0,5,Anxiety,0,6,970,2,9,6,4,2
0,1,5,Breathing Difficulty,2,3,557,2,6,6,1,2
6,4,2,Cough,3,1,533,5,7,1,0,1
1,2,2,Cough,2,3,969,6,7,0,2,2
0,0,5,Joint Pain,2,3,533,6,4,2,2,2
3,3,8,Headache,7,3,850,0,1,1,5,2
7,4,7,Cough,5,6,535,1,7,4,4,1
7,0,4,Anxiety,1,7,187,3,8,3,2,1
4,0,0,Inflammation,8,7,437,3,7,1,3,2
2,5,0,Stress,6,7,382,0,3,2,6,1
1,3,7,Anxiety,1,3,672,1,5,5,4,1
5,5,1,Breathing Difficulty,8,6,188,4,0,5,3,2
9,4,7,Stress,1,0,124,5,6,6,4,1
4,4,6,Inflammation,6,4,766,0,5,5,0,2
4,4,4,High Blood Pressure,8,2,579,1,4,2,6,2
0,0,2,High Blood Pressure,1,5,579,5,6,3,3,0
9,4,7,Inflammation,3,3,301,6,9,5,4,2
5,3,0,High Blood Pressure,3,7,877,6,5,4,0,0
0,0,0,Skin Rashes,4,6,510,2,3,6,4,0
1,0,1,High Blood Pressure,3,2,750,0,5,4,5,1
0,1,5,High Blood Pressure,8,5,686,1,3,6,4,1
4,1,0,Skin Rashes,3,7,490,0,4,4,4,1
7,0,7,Joint Pain,2,4,465,5,0,4,4,0
7,0,6,Joint Pain,1,0,448,6,2,3,2,0
1,5,6,Fatigue,5,4,259,5,2,6,2,2
0,1,5,Joint Pain,3,6,729,6,0,5,2,0
1,2,0,Fatigue,8,2,156,5,9,1,4,2
7,5,1,Cough,4,2,938,1,7,5,6,2
0,4,0,Indigestion,6,2,282,2,9,0,2,1
5,4,4,Cough,6,0,962,6,0,3,1,0
9,5,1,Inflammation,1,7,862,4,5,6,0,1
0,3,3,High Blood Pressure,3,6,981,2,3,1,5,0
8,2,4,Inflammation,8,3,701,3,8,5,1,2
5,4,1,Headache,7,2,177,0,6,3,4,1
3,5,8,Breathing Difficulty,3,4,123,1,3,1,0,2
5,5,1,Cough,2,0,400,1,8,5,4,1
8,1,4,Stress,5,1,479,4,3,5,4,0
1,3,0,Stress,8,1,617,0,2,4,3,2
8,3,7,Cough,3,7,510,6,1,4,5,1
5,2,7,Breathing Difficulty,2,7,944,0,9,3,6,0
8,3,8,Joint Pain,0,0,965,6,6,4,0,2
6,1,3,Skin Rashes,7,5,536,3,4,5,6,1
3,1,7,Breathing Difficulty,8,4,820,0,1,5,5,0
7,1,6,Headache,7,0,796,2,6,2,2,0
8,3,1,Anxiety,6,3,221,5,1,1,2,1
0,1,2,Indigestion,4,5,424,4,2,4,0,0
9,2,1,Stress,8,0,662,6,5,2,4,1
3,0,2,Stress,4,3,282,2,1,2,1,1
6,3,6,Fatigue,6,5,829,0,4,4,3,2
0,3,8,Fever,5,7,862,2,3,2,3,0
8,5,0,Inflammation,8,0,716,3,4,4,6,1
9,5,6,Indigestion,4,6,417,0,9,0,0,0
5,5,0,Inflammation,8,5,592,3,6,4,3,1
0,0,0,Headache,2,7,749,6,2,2,6,0
1,1,2,Joint Pain,5,4,838,0,2,2,3,0
5,5,8,Cough,0,5,690,3,8,5,5,1
8,5,5,Joint Pain,1,7,526,0,5,3,5,1
5,2,6,Headache,7,2,412,1,0,3,0,2
3,2,0,High Blood Pressure,3,3,846,1,1,1,3,2
9,5,8,Stress,3,1,127,2,3,4,3,2
1,5,0,Fatigue,1,0,649,0,4,2,3,0
4,1,5,Breathing Difficulty,8,6,234,4,7,0,3,2
6,0,1,High Blood Pressure,1,6,453,4,4,0,4,2
1,5,0,Headache,5,7,989,2,4,2,4,0
3,3,6,Stress,7,1,687,0,3,3,0,0
6,0,8,Joint Pain,6,7,755,6,6,2,1,0
9,0,8,Fever,4,7,829,5,4,5,3,1
9,1,7,Joint Pain,4,3,676,6,2,3,5,0
4,4,4,Fatigue,5,0,232,3,4,3,1,2
9,2,6,Headache,8,0,521,0,8,3,2,2
3,3,8,Stress,0,5,603,4,9,5,1,1
6,0,6,Inflammation,7,5,702,6,2,6,6,2
3,5,6,Cough,1,0,791,0,2,2,4,2
1,5,6,Inflammation,7,3,497,1,8,4,0,2
7,4,5,Breathing Difficulty,5,2,514,1,4,2,5,0
7,2,6,Inflammation,7,1,851,4,0,2,0,2
6,1,6,High Blood Pressure,5,7,655,4,1,1,4,1
